"","boro","NEIGHBORHOOD","decile","COOPUNITKEY","GROSSCON","prediction","geometry"
"17768",3,3400,7,"306503003000000001-0000    209",620000,545945.907769734,c(-73.9720574103964, 40.6283854251558)
"17769",4,4560,10,"400206010100000002-4000      1",637000,661745.671841122,c(-73.9257374170148, 40.7395366615995)
"17770",4,4470,8,"402101002400000006-0000     5H",421000,462929.391110507,c(-73.8568278028869, 40.7304060156535)
"17771",3,3420,8,"300957006200000001-0000     4A",750000,771641.266143689,c(-73.9774577850105, 40.6746742303075)
"17772",1,1271,1,"101579000500000001-0000     6H",340000,365386.400519495,c(-73.9483127741967, 40.7732964861648)
"17773",1,1120,3,"100577002400000001-0000   05RN",545000,571115.824890097,c(-73.9953195395231, 40.7362755052141)
"17774",4,4211,8,"40649300030000003-15000      A",387000,368458.926268631,c(-73.8313227270786, 40.7289345752061)
"17775",3,3480,2,"308791010400000003-0000     4D",280000,320717.531117017,c(-73.9403070812936, 40.5863740039536)
"17776",1,1190,8,"101832001000000001-0000     6B",1515000,1612643.7531199,c(-73.9663628437976, 40.7926675206891)
"17777",2,2030,3,"203353003300000001-0000     2E",186345,182254.920624075,c(-73.8758044626266, 40.8730863013223)
"17778",3,3232,6,"305043008600000002-0000     2A",535000,517085.600746723,c(-73.9556984145766, 40.6577890842545)
"17779",2,2180,2,"203226005300000004-0000     2H",165000,159362.735467724,c(-73.9077536434926, 40.864591539613)
"17780",1,1270,10,"101378003300000001-0000     7C",4500000,3819103.17892329,c(-73.9680822434154, 40.7658685332219)
"17781",3,3231,5,"307579001000000001-0000   C504",457500,537187.251212664,c(-73.9436129760261, 40.6306910555024)
"17782",4,4560,6,"400184003700000001-0000     5O",330000,366177.829941099,c(-73.9222704451287, 40.7457375857961)
"17783",1,1030,2,"100771003800000001-0000    14K",480000,578326.700630903,c(-73.9967813446248, 40.7431043950571)
"17784",3,3201,9,"300086001100000002-0000    12G",1030000,734372.48373908,c(-73.9878532443117, 40.6978012627673)
"17785",4,4070,4,"416250000100000001-0000     C6",275000,302840.80282712,c(-73.8584523435453, 40.5777901379883)
"17786",3,3400,3,"306509001300000001-0000     4E",295000,312959.786578291,c(-73.970403181052, 40.6284562644363)
"17787",1,1010,5,"100404001100000001-0000     4A",700000,655584.890108794,c(-73.9811280422675, 40.7279489775694)
"17788",4,4240,3,"408489000100000001-0000    10U",255000,245034.671947975,c(-73.7142119283782, 40.7567797984328)
"17789",1,1060,5,"101053000700000001-0000     3C",690000,711408.427971081,c(-73.9941343120325, 40.7601924663851)
"17790",1,1201,1,"101335002200000001-0000   1919",260000,306738.083023252,c(-73.969992974262, 40.7493465828214)
"17791",1,1280,7,"101184001000000001-0000     2A",1200000,1070880.54366968,c(-73.9845859713977, 40.7801376458085)
"17792",4,4170,1,"401561001200000005-0000     6D",200000,222866.800159695,c(-73.8801648061718, 40.7420189448121)
"17793",1,1110,3,"100902000100000001-0000     9G",562700,606883.060344324,c(-73.9835406209258, 40.7376804401728)
"17794",3,3150,9,"301933007000000001-0000     6C",885000,727718.528728107,c(-73.9628051980142, 40.689792671914)
"17795",1,1130,5,"101902006400000001-0000      1",745000,730621.355027852,c(-73.9514068760068, 40.8040437690303)
"17796",1,1270,1,"101438000100000001-0000     5G",375000,395729.223315191,c(-73.9620581137389, 40.7631698428634)
"17797",1,1110,3,"100880004200000001-0000     7B",557000,642082.361865419,c(-73.9827619452082, 40.739870819936)
"17798",1,1270,8,"101448001700000001-0000    11L",1420000,838341.461487442,c(-73.9560411233996, 40.7689595231873)
"17799",3,3233,6,"301325000100000001-0000    D11",475000,470596.043065479,c(-73.9433061201223, 40.6632660517416)
"17800",4,4470,6,"403082008200000002-0000    E06",327500,311707.194986427,c(-73.8614185907479, 40.7290186065703)
"17801",1,1202,8,"101030004800000001-0000     9F",1315000,1423768.84505578,c(-73.980687166588, 40.7672470419702)
"17802",2,2290,4,"204291001400000001-1000     3B",204500,208632.303020826,c(-73.865315737909, 40.8533992847004)
"17803",4,4390,2,"40833700010000002-19000    315",210000,231799.066646618,c(-73.7298551227286, 40.7596036895046)
"17804",4,4211,5,"406607000100000055-0000    56F",300000,248451.550842024,c(-73.8222160014393, 40.7204385882512)
"17805",3,3200,7,"300266001200000001-0000     5L",600000,439797.767282088,c(-73.9905156576801, 40.6916554021175)
"17806",1,1280,6,"101182002000000001-0000    11L",940000,894798.772140088,c(-73.9860531015389, 40.7790080976313)
"17807",1,1030,5,"100753000600000001-0000     3B",750000,866262.479195767,c(-73.9980068146381, 40.7502477297234)
"17808",1,1270,6,"101380002300000001-0000     8B",850000,835486.447143377,c(-73.9682423864245, 40.7674124930377)
"17809",1,1291,1,"102177023400000001-0000     3F",295000,303686.863435335,c(-73.942044402549, 40.8510274277949)
"17810",4,4050,6,"405938000700000001-0000     5A",348000,357378.838387859,c(-73.7764899004302, 40.7853765548844)
"17811",1,1272,7,"101602001300000001-0000    14B",995000,1004105.4813973,c(-73.9543578497493, 40.7876202072946)
"17812",1,1270,8,"101483003800000001-0000    PHC",1325000,1112326.18827788,c(-73.9528275583435, 40.7659770206187)
"17813",1,1120,9,"100572001700000002-0000     15",1900000,2155298.0299906,c(-73.9981373076781, 40.7335504696866)
"17814",4,4060,6,"404603004800000020-0000     3A",325000,331787.472267377,c(-73.7966139708793, 40.7931797382817)
"17815",3,3520,7,"305280000800000001-0000     6D",625000,709476.170882335,c(-73.9801974149988, 40.6489130803931)
"17816",1,1201,3,"101333001800000001-0000    6FN",522500,626992.414456916,c(-73.9716420422141, 40.7482961634848)
"17817",3,3020,6,"305838000600000001-0000     3A",470000,458038.393046845,c(-74.0297838386354, 40.6397895868246)
"17818",1,1220,3,"100918002500000001-0000     3F",515000,546597.750144519,c(-73.9746207767978, 40.7470161516238)
"17819",1,1201,2,"101327003700000001-0000     7F",400000,443636.625548368,c(-73.9681737268497, 40.7577569380568)
"17820",3,3430,9,"301105002200000001-0000     1L",860000,924877.136768874,c(-73.981466591482, 40.6615198261303)
"17821",4,4590,7,"400128000700000001-0000     3G",365000,354854.767342281,c(-73.9125552266127, 40.7475645954707)
"17822",4,4140,2,"401947001800000001-0000     4A",235000,216277.711703126,c(-73.8574363071042, 40.7372075106757)
"17823",3,3420,8,"301059006100000001-0000     8A",740000,719098.310552666,c(-73.9732284205122, 40.6754941764063)
"17824",1,1133,1,"102001006000000001-0000     53",395000,407061.412636065,c(-73.9577504205683, 40.8207965307833)
"17825",3,3150,9,"301905008000000002-0000   1406",875000,947308.347530256,c(-73.9642897086189, 40.6926747148287)
"17826",1,1281,8,"101209005300000001-0000    11D",1320000,1197233.44195531,c(-73.9667437889724, 40.7922294561518)
"17827",2,2300,6,"205748050000000001-0000     3G",285000,342327.94502971,c(-73.9165208916336, 40.8830474121686)
"17828",1,1201,6,"101367000100000001-0000    29C",900000,858482.800869393,c(-73.9631217477455, 40.7570988822293)
"17829",3,3230,6,"305247000600000001-0000     4V",508820,480453.608719971,c(-73.9517449940678, 40.6341993623277)
"17830",1,1270,4,"101456002600000001-0000     3F",625000,656350.061017,c(-73.9588254877187, 40.7604851399644)
"17831",1,1280,6,"101121002900000001-0000    15G",825000,999779.11784375,c(-73.9781369282782, 40.774014276247)
"17832",4,4470,6,"403083006900000001-0000     6G",340000,325277.342179142,c(-73.8616299819589, 40.7286117603937)
"17833",1,1270,2,"101469002800000001-0000     5G",450000,469600.241204493,c(-73.9527763217595, 40.7687445920503)
"17834",2,2300,5,"205953003800000001-0000     7M",235000,233139.243621408,c(-73.9058351988851, 40.906974041001)
"17835",4,4220,6,"402238000100000001-0000    410",340000,372630.976642563,c(-73.8388198110717, 40.7197173474705)
"17836",4,4210,10,"405020000100000001-0000    133",530000,518816.135471251,c(-73.8258966666298, 40.7609881325462)
"17837",1,1140,3,"102243033200000001-0000     4L",575000,591415.349611837,c(-73.9164792974126, 40.8701757319167)
"17838",1,1282,5,"101889003600000001-0000     5E",735000,961958.200392035,c(-73.9724317016266, 40.7988540012859)
"17839",4,4390,8,"4083580001000002-101000    598",390000,363131.345555693,c(-73.7264747810909, 40.7586543831382)
"17840",1,1201,4,"101363000800000001-0000     5E",665000,630176.50180558,c(-73.9647147657295, 40.7543300233388)
"17841",4,4040,9,"400528005000000002-0000     2C",440000,480399.363235793,c(-73.9342222867243, 40.7639054108203)
"17842",4,4590,4,"401111000100000001-0000    J4I",298000,303856.310846169,c(-73.9059545133664, 40.7582907935241)
"17843",4,4330,1,"409758002100000002-0000     3C",163000,174586.510593411,c(-73.8003955147381, 40.7058784797638)
"17844",1,1280,3,"101141004300000001-0000      2",560000,599815.43524053,c(-73.9808640537912, 40.7763256858879)
"17845",1,1281,7,"101224000100000001-0000    14F",1205000,1252680.06562229,c(-73.9712098910858, 40.792155274751)
"17846",1,1282,8,"101851001200000001-0000    7BC",1385000,767491.968880454,c(-73.9690133250109, 40.7937921464843)
"17847",1,1110,2,"100904005000000001-0000   1810",495000,510030.412994371,c(-73.9825127349164, 40.7391502583434)
"17848",1,1201,6,"101369000200000001-0000     2A",970000,915889.338761696,c(-73.9623599149144, 40.7584206677878)
"17849",4,4220,8,"403293005000000001-0000     2N",410000,395559.738257539,c(-73.8385704945388, 40.717766811261)
"17850",1,1281,9,"101207001500000001-0000      5",1995000,1668624.79547109,c(-73.9675829547141, 40.7906168037211)
"17851",3,3500,1,"300739003000000001-0000     2C",215000,518211.701637457,c(-74.0054041278925, 40.6473315039096)
"17852",1,1201,1,"101351001700000001-0000    10K",270000,266752.111666508,c(-73.9631455883935, 40.7595343394548)
"17853",4,4470,3,"403151004300000001-0000     5K",268000,248414.98447969,c(-73.8571241412172, 40.7202961793113)
"17854",2,2300,5,"205789005900000001-0000     7E",255000,244211.137753034,c(-73.9127293593186, 40.8845595491715)
"17855",1,1100,4,"100842000700000001-0000    330",675000,681820.342338954,c(-73.9925097137662, 40.735852530367)
"17856",4,4560,9,"400141002400000001-0000     6B",448000,439569.180585278,c(-73.9180850087976, 40.7446245936583)
"17857",4,4210,6,"404342001000000007-0000     3G",330000,337015.542456027,c(-73.830308683609, 40.7716370413919)
"17858",1,1201,8,"101372007300000001-0000    19B",1425000,1736612.25427299,c(-73.9594744076869, 40.7583045907592)
"17859",4,4210,5,"405294002200000001-0000     6N",313888,287859.238529348,c(-73.7984982318329, 40.7625918334545)
"17860",4,4310,6,"411446005000000002-0000     6L",340000,314686.514460528,c(-73.8481035223917, 40.665940844198)
"17861",3,3240,2,"307780000800000005-0000     3A",279000,251565.721053047,c(-73.9236642313852, 40.6295408725691)
"17862",4,4320,1,"401459000100000002-0000     9A",191000,198919.514108034,c(-73.8812700791886, 40.7512518800871)
"17863",2,2300,5,"205953023000000002-0000     6A",225000,285261.069528546,c(-73.9054961445133, 40.9082120047334)
"17864",2,2300,3,"205953023000000002-0000    16N",179000,171850.793633774,c(-73.9054961445133, 40.9082120047334)
"17865",3,3500,7,"300739003400000001-0000     4A",595000,589911.634400305,c(-74.0051206927974, 40.6471598371679)
"17866",1,1271,4,"101589003400000001-0000     5E",620000,577291.869023452,c(-73.9465944041831, 40.7717527611915)
"17867",3,3020,1,"306129000400000001-0000     4L",215000,210038.967691919,c(-74.0369486667869, 40.614513205862)
"17868",4,4370,6,"403322015600000001-0000     1L",340000,307797.613835191,c(-73.8335858049475, 40.7051928669584)
"17869",1,1270,9,"101396003300000001-0000  0008E",2060000,1879852.25498889,c(-73.965765982757, 40.7632535073459)
"17870",3,3440,8,"301169002400000001-0000    D21",727000,538173.935371831,c(-73.970224657017, 40.6758026853392)
"17871",1,1271,2,"101535004200000002-0000     2E",460000,624799.367451731,c(-73.9516362017681, 40.7809252036898)
"17872",4,4440,3,"407844000200000024-2000      A",240000,274721.595115537,c(-73.7439990984253, 40.7372618720672)
"17873",1,1281,3,"101236000300000001-0000     3C",532000,614896.113703349,c(-73.9764249805107, 40.7902946539141)
"17874",1,1271,8,"101515007000000001-0000     2B",1500000,1453576.38513518,c(-73.9564901430953, 40.7804813942975)
"17875",3,3090,8,"300265000100000001-0000     4B",799000,1085964.93134794,c(-73.9916385114741, 40.6918781610612)
"17876",1,1201,8,"101361003900000001-0000     3A",1560000,1252442.47899553,c(-73.9652144370928, 40.7532682873893)
"17877",1,1280,5,"101142003000000001-0000     3F",735000,852505.179149991,c(-73.9799266276889, 40.7764292622562)
"17878",1,1220,4,"100889001500000001-0000     2L",675000,627317.01266089,c(-73.9805050100197, 40.746076050017)
"17879",1,1270,7,"101395005000000001-0000     5D",1025000,805050.483507937,c(-73.9670430730135, 40.7631368158995)
"17880",1,1270,2,"101456002600000001-0000    20H",485000,510475.771535854,c(-73.9588254877187, 40.7604851399644)
"17881",4,4300,1,"410535001000000002-0000    A27",190000,182627.089348954,c(-73.7619942165636, 40.7226565765626)
"17882",3,3520,9,"305286000100000001-0000     2K",865000,904271.999846838,c(-73.9743571729401, 40.6507967158073)
"17883",1,1100,6,"100816003100000001-0000   1819",859000,1002229.90744648,c(-73.9941632631089, 40.7366985099602)
"17884",1,1120,7,"100542001100000001-0000     5D",1100000,950858.597177419,c(-74.0013563194923, 40.7302440226405)
"17885",1,1220,3,"100891007700000001-0000     2F",500000,603136.69653619,c(-73.979518709322, 40.7477480014571)
"17886",3,3080,7,"308721036000000001-0000     2N",650000,625284.980756749,c(-73.9561833950735, 40.5766486069085)
"17887",3,3401,4,"307223001100000001-0000     4A",376000,360806.125397149,c(-73.962585694949, 40.5884748447533)
"17888",3,3440,10,"301170000100000001-0000     2B",1716500,1664233.23951724,c(-73.9688905193648, 40.6750557182128)
"17889",4,4211,8,"406631000100000042-0000     3L",383487,367566.271381741,c(-73.8193085042516, 40.7193929655919)
"17890",4,4220,10,"402237000100000001-0000    33B",785000,1138741.84116066,c(-73.8395641228239, 40.720253177247)
"17891",3,3020,7,"306124000100000001-0000     3A",577500,560840.727686896,c(-74.0374698354451, 40.6154925487639)
"17892",1,1210,4,"101993009600000001-0000     46",596900,592535.675576821,c(-73.9596162867203, 40.8151559003806)
"17893",3,3080,2,"308680000100000002-0000     1J",280000,346157.115885895,c(-73.9671095231509, 40.5754784913281)
"17894",4,4100,1,"409738011400000001-0000    106",199000,218708.105907179,c(-73.8134294015683, 40.713913030519)
"17895",3,3400,4,"305495101800000001-0000     3J",365000,382147.900863961,c(-73.9704992588398, 40.6200987232079)
"17896",1,1271,10,"101503006700000001-0000      5",3572625,3328080.82969099,c(-73.957153182603, 40.78489528275)
"17897",1,1281,10,"101207002900000001-0000     42",2875000,2444298.93840301,c(-73.9663519083581, 40.7901125970878)
"17898",1,1200,2,"101312002800000001-0000     4G",495000,451542.702529103,c(-73.9680535857936, 40.7607793824496)
"17899",4,4320,6,"401420000100000005-0000    311",337000,346592.275691619,c(-73.877661329052, 40.7574669231441)
"17900",1,1270,9,"101417000100000001-0000    10D",2137500,2208241.81861891,c(-73.96473331712, 40.7634781830588)
"17901",4,4440,4,"407632000200000018-1000  UPPER",298000,315933.176039873,c(-73.7556537025174, 40.7435606899748)
"17902",1,1110,5,"100871003900000001-0000    15C",805000,836821.064795006,c(-73.9870026764407, 40.7343647399629)
"17903",1,1030,9,"100791006800000002-0000    03E",2137500,1944872.77762472,c(-73.9977719771029, 40.739238131013)
"17904",4,4590,10,"401238000600000001-0000     6B",570000,530216.825977268,c(-73.9118126841336, 40.7466022177993)
"17905",1,1271,7,"101525001500000001-0000     5C",1040000,1371270.47775427,c(-73.9556993009179, 40.7739139236811)
"17906",1,1220,3,"100866006400000001-0000     8H",519950,700285.919857095,c(-73.9820636471113, 40.7495599441394)
"17907",1,1270,8,"101382006900000001-0000     8E",1350000,1407987.6883206,c(-73.9687182153447, 40.769471047801)
"17908",1,1291,7,"102179037300000001-0000     9E",1225000,637573.599055178,c(-73.9363579346559, 40.8568991813146)
"17909",3,3080,2,"307260000900000001-0000     3F",260000,246458.161836883,c(-73.9668025901553, 40.5810573413443)
"17910",1,1270,2,"101411004000000001-0000    18A",440000,487621.724424719,c(-73.9587721614039, 40.7728665960865)
"17911",1,1120,6,"100532002000000001-0000   0814",970000,1049980.26032275,c(-73.9959366120402, 40.7271279257018)
"17912",1,1281,9,"101246003900000001-0000     6B",1840000,1788101.24441242,c(-73.9790809055696, 40.7882614718564)
"17913",3,3420,7,"300965003800000001-0000     2A",615000,691981.635874212,c(-73.979840307807, 40.6734103154487)
"17914",1,1270,3,"101392004600000002-0000     8B",510000,473269.503264859,c(-73.9620882498306, 40.7751600485598)
"17915",2,2020,3,"205259001600000001-0000    10A",185000,168050.246287701,c(-73.8361178286264, 40.8804201960037)
"17916",1,1201,9,"101368001300000001-0000     3D",1800000,962175.42938682,c(-73.9619898543427, 40.7572586068136)
"17917",4,4220,8,"403291000100000001-0000     4O",419000,378957.965794299,c(-73.8401324560082, 40.7178593727233)
"17918",2,2300,6,"205953024000000003-0000     2T",255000,286691.979890221,c(-73.9054208880704, 40.9092522950817)
"17919",3,3020,6,"306137000100000006-0000    22E",558000,554441.774578974,c(-74.0348350796696, 40.6120741522749)
"17920",5,5070,3,"500327006000000002-0000     5D",214000,237994.573111679,c(-74.1070169684512, 40.6189772554735)
"17921",3,3020,6,"306099000100000001-0000     2H",545000,467686.470784465,c(-74.0393201526122, 40.6198232861987)
"17922",4,4470,4,"402086005000000004-0000     4M",285000,298804.495622724,c(-73.8598809796084, 40.7322696134384)
"17923",4,4330,1,"409836002200000001-0000     9D",163000,173269.300657697,c(-73.798945651453, 40.7100232542762)
"17924",4,4440,2,"407748050000000006-1000    55K",225000,251631.067234934,c(-73.7584927466073, 40.7372933036104)
"17925",1,1120,7,"100551000100000001-0000    Q16",1100000,1467168.64452882,c(-73.9970660283273, 40.73199801556)
"17926",1,1271,6,"101501003300000001-0000     1C",860000,931809.780039463,c(-73.9561636752317, 40.7825141831952)
"17927",2,2300,6,"205953003800000001-0000    19S",285000,315313.760612021,c(-73.9058351988851, 40.906974041001)
"17928",4,4320,9,"401281006500000001-0000     6H",440000,419325.905175167,c(-73.8851954237396, 40.7509777538327)
"17929",4,4320,1,"401420000100000002-0000    205",205000,231103.904115923,c(-73.877661329052, 40.7574669231441)
"17930",3,3020,3,"305892003500000001-0000     2C",310000,310066.97381337,c(-74.0223341191881, 40.6326545332261)
"17931",1,1290,2,"102108003500000002-0000     22",445000,378853.720285285,c(-73.9402259579565, 40.832667191213)
"17932",4,4210,5,"405049002300000001-0000     2E",315000,292809.680252352,c(-73.8217041939463, 40.759281385158)
"17933",4,4220,10,"402237000100000001-0000    27E",560000,566489.359145157,c(-73.8395641228239, 40.720253177247)
"17934",1,1280,2,"101138000100000001-0000    18K",470000,565420.669693884,c(-73.983759425779, 40.7748586948902)
"17935",4,4590,10,"401238002500000002-0000     5T",808000,542896.986598965,c(-73.9109902048487, 40.7466916351949)
"17936",1,1271,8,"101566000100000001-0000    17G",1500000,1474313.9330795,c(-73.9487759521699, 40.7769315526863)
"17937",4,4220,1,"403292002800000001-0000     1A",190000,246422.985432947,c(-73.8395248246803, 40.7185752976246)
"17938",1,1230,7,"100517000900000001-0000     6A",1205904,1228262.9595545,c(-74.0015204788935, 40.7271282806878)
"17939",3,3480,2,"307397008500000001-0000     3B",260000,278733.292577855,c(-73.9579067027006, 40.5941293948077)
"17940",1,1120,6,"100532002000000001-0000   1210",967500,932111.907151372,c(-73.9959366120402, 40.7271279257018)
"17941",1,1220,2,"100889001500000001-0000    15H",460000,480948.476589584,c(-73.9805050100197, 40.746076050017)
"17942",1,1280,2,"101124004200000001-0000     5G",425000,426747.348201091,c(-73.9771476182032, 40.7764101415495)
"17943",1,1201,9,"101363002000000001-0000     4A",2000000,1898843.3295075,c(-73.9636940499712, 40.7538990429339)
"17944",4,4220,9,"402153000100000003-0000     3E",425000,348118.897967926,c(-73.8491694210115, 40.7296373237648)
"17945",1,1281,6,"101216012100000001-0000      5",825000,814189.717006626,c(-73.9735563527838, 40.7864213198713)
"17946",1,1270,10,"101389003600000001-0000    14L",11880000,11664513.5689136,c(-73.9629933936806, 40.7727656410703)
"17947",1,1030,2,"100722004600000001-0000    4FW",426500,450288.339367786,c(-74.0011227923823, 40.7478385424329)
"17948",3,3420,8,"301071000400000001-0000     5R",710000,675588.377503711,c(-73.974634527092, 40.6719401007698)
"17949",3,3401,2,"307238004200000001-0000     5F",270000,265852.355341786,c(-73.9668259132593, 40.5863504246574)
"17950",1,1160,4,"100924001300000001-0000     6A",615000,643728.607183282,c(-73.9821077931737, 40.7346507621831)
"17951",1,1180,3,"100263000800000002-0000  B1503",515000,552963.841529063,c(-73.9789832236522, 40.7129513545995)
"17952",1,1120,6,"100555002800000001-0000    17D",970000,836085.021844618,c(-73.9895949646087, 40.7305811507183)
"17953",4,4320,5,"401439000100000003-0000     2H",300000,330641.209035295,c(-73.8763676882794, 40.7555627768896)
"17954",1,1271,2,"101529003900000004-0000     2D",425000,435676.330328346,c(-73.9542814933498, 40.7769745182727)
"17955",1,1120,9,"100545001100000001-0000    10C",2100000,1723960.95181765,c(-73.9933355000967, 40.7289578347225)
"17956",1,1270,3,"101460001700000001-0000     7D",500000,530291.354610819,c(-73.9574989492964, 40.7628809846205)
"17957",1,1282,3,"101851001600000001-0000     5G",563000,557965.865966013,c(-73.9686947495891, 40.7936579696587)
"17958",3,3170,3,"307274000100000001-0000    22D",330000,358666.609231586,c(-73.9710655952564, 40.5789176473329)
"17959",3,3480,2,"307422104200000001-0000     6B",255000,264572.897999162,c(-73.9411029404766, 40.5925135721766)
"17960",4,4220,4,"402156000100000001-0000     4R",298000,289449.311373918,c(-73.8486103238961, 40.7274808900018)
"17961",1,1030,5,"100796000700000002-0000     1J",715000,617105.575325748,c(-73.9961181115399, 40.7420861418756)
"17962",3,3420,8,"301065003700000001-0000     9E",820000,855855.42456699,c(-73.9736600052859, 40.673155128746)
"17963",3,3150,10,"301888001300000001-0000      1",1385000,1281832.84397578,c(-73.9686358115304, 40.6939661751229)
"17964",1,1120,10,"100576002500000001-0000     3F",2695000,2513463.75567137,c(-73.9955926175556, 40.7356121570992)
"17965",2,2200,9,"202461009400000001-0000    15V",404586,352270.170565807,c(-73.9201361445309, 40.8301511750641)
"17966",1,1121,5,"100610004800000001-0000    3FW",795000,826993.690069181,c(-74.0006361717726, 40.7343937138213)
"17967",3,3170,4,"307274006000000005-0000     2C",375000,397608.237931379,c(-73.9718572070304, 40.5777227305088)
"17968",3,3500,7,"300917002300000001-0000      F",600000,572621.12202648,c(-74.0034915343929, 40.6498283969352)
"17969",1,1271,8,"101542001900000001-1000    12C",1585000,1299604.90256708,c(-73.9528787717078, 40.7728915760161)
"17970",3,3231,2,"307579002900000003-0000     6M",284000,239115.884318887,c(-73.9432717125141, 40.6315007737344)
"17971",1,1282,9,"101893003200000001-0000    16A",2200000,1584724.76088524,c(-73.9681653413465, 40.8042020633118)
"17972",3,3520,7,"305280004700000001-0000     3T",575000,546346.094210529,c(-73.9797155771384, 40.648763817896)
"17973",1,1121,10,"100642004200000001-0000     1G",2999000,1504269.86395276,c(-74.0078462226415, 40.738521062828)
"17974",1,1272,10,"101602000100000001-0000    11E",2652000,2567909.24068301,c(-73.9552076181915, 40.7879783725704)
"17975",1,1271,8,"101513006600000001-0000     6N",1600000,1773489.87709377,c(-73.957194754429, 40.779031116659)
"17976",4,4300,1,"410538001000000002-0000    A45",190000,181318.710653451,c(-73.763529181017, 40.7231585548236)
"17977",1,1201,8,"101368002400000001-0000     9A",1500000,1800744.36105956,c(-73.9614961029844, 40.7570298192381)
"17978",2,2300,9,"205722044500000001-0000    23G",421000,395460.229951386,c(-73.9168597790226, 40.878087619241)
"17979",1,1271,4,"101564004700000001-0000     4G",660000,823271.606596007,c(-73.9497294457921, 40.7758190306068)
"17980",4,4240,5,"40840103500000001-35000   148B",300000,308672.98092725,c(-73.7217556618658, 40.7508521895601)
"17981",4,4220,1,"403334026000000001-0000    15J",175000,190084.432162033,c(-73.8349606716803, 40.7133093472273)
"17982",1,1271,4,"101576000500000001-0000    10G",610000,607074.694142252,c(-73.9494607393919, 40.7712968714254)
"17983",1,1130,6,"101915005500000001-0000      2",950000,874973.951916615,c(-73.9447891181236, 40.8121893923053)
"17984",1,1121,8,"100592006600000001-0000    10D",1400000,1586772.33690679,c(-74.0004863321893, 40.7329281717164)
"17985",3,3020,1,"305938004700000001-0000     2B",225000,228398.624414869,c(-74.0310241862193, 40.631682554716)
"17986",4,4390,1,"40834900360000001-28000     91",198800,217481.894009866,c(-73.7274347928341, 40.7603226530829)
"17987",1,1100,6,"100817002900000001-0000    4TS",850000,920821.617758174,c(-73.9938596858644, 40.7374329047939)
"17988",1,1201,6,"101346004900000001-0000    22L",925000,998312.75552606,c(-73.9663987552624, 40.7569557908689)
"17989",1,1282,7,"101889003600000001-0000     1A",1050000,947145.358447046,c(-73.9724317016266, 40.7988540012859)
"17990",4,4210,5,"405180001500000001-0000     1L",320000,325229.498689189,c(-73.8254668607194, 40.7566621617362)
"17991",1,1270,1,"101431003900000001-0000     5E",300000,399434.595147767,c(-73.9575124273566, 40.7724026297608)
"17992",3,3480,1,"307369002700000005-0000     3D",230000,247801.117266559,c(-73.9354389667063, 40.5996255238159)
"17993",1,1201,3,"101333001800000001-0000    6CN",555000,622478.169367349,c(-73.9716420422141, 40.7482961634848)
"17994",1,1030,3,"100771003800000001-0000     8G",499000,548318.69495053,c(-73.9967813446248, 40.7431043950571)
"17995",4,4440,7,"407656000200000017-4000      A",362000,353860.907643646,c(-73.7546199589141, 40.7465041054723)
"17996",1,1290,8,"102134019500000001-0000     6E",1600000,1737579.74439427,c(-73.9459697805749, 40.8347720856255)
"17997",3,3250,10,"302100005000000001-0000     2B",1655000,1275606.66382264,c(-73.9742648073735, 40.6888680749938)
"17998",1,1201,4,"101338000500000001-0000     4A",611500,801658.718719268,c(-73.9699269796242, 40.7517689843256)
"17999",4,4170,2,"401560000100000002-0000     4F",230000,217462.618880721,c(-73.8795598236105, 40.7423393476809)
"18000",4,4320,8,"401457000100000001-0000     3L",390000,380805.190836041,c(-73.8833925642916, 40.7515198585783)
"18001",4,4470,10,"402113000100000001-0000    512",535391,506479.318907517,c(-73.85564039743, 40.7307422111537)
"18002",4,4330,1,"409758002100000002-0000     9F",121500,102823.611552359,c(-73.8003955147381, 40.7058784797638)
"18003",1,1110,4,"100896003900000001-0000     4K",627000,675401.456751266,c(-73.9860524328762, 40.7334596219646)
"18004",1,1010,2,"100396002000000006-0000      3",449000,420291.188697708,c(-73.9767807005976, 40.7285914953078)
"18005",3,3230,6,"305197004000000001-0000    E28",530000,541526.176973016,c(-73.9665880482886, 40.6345843058728)
"18006",3,3090,5,"300238006500000001-0000     2P",430000,444106.987976103,c(-73.9921062471539, 40.6955522550626)
"18007",4,4040,10,"400579005500000001-0000     4D",595000,558708.977478704,c(-73.9256920565165, 40.7649269552939)
"18008",1,1271,9,"101499003200000001-0000    11G",2087500,2081765.29886301,c(-73.9569613193925, 40.7812080727545)
"18009",1,1270,8,"101387002700000001-0000    11B",1575000,2080318.46764871,c(-73.9645177253085, 40.7717082020387)
"18010",3,3420,9,"301085004100000001-0000      1",970000,991704.067019878,c(-73.9753344793982, 40.6668748953364)
"18011",1,1120,6,"100539003100000001-0000     4D",810000,872180.795276487,c(-73.9995503432819, 40.7289499794299)
"18012",1,1280,7,"101162002900000001-0000    17C",1095000,1303415.11512673,c(-73.9827863563557, 40.7778001820537)
"18013",4,4470,10,"402099004000000001-0000     5C",625000,551412.377464882,c(-73.8576153006909, 40.7318716516553)
"18014",1,1270,10,"101398006000000001-0000    11A",3150000,3224748.88576426,c(-73.9663607036802, 40.765179291689)
"18015",3,3020,3,"305892003500000001-0000     5B",310000,294318.303342819,c(-74.0223341191881, 40.6326545332261)
