bbl,GROSSCON,COOPUNITKEY,geometry
4077480500,235000,407748050000000006-1000    54L,"c(-73.7584927466073, 40.7372933036104)"
1013340041,335000,101334004100000001-0000   1616,"c(-73.9714800907511, 40.7492114132245)"
1008990001,1350000,100899000100000001-0000    19C,"c(-73.9847733696393, 40.7359194764212)"
1022500014,550000,102250001400000001-0000     1C,"c(-73.919453564855, 40.8719519858821)"
1014470019,650000,101447001900000001-0000    35A,"c(-73.9564599780601, 40.7683018702458)"
4084890001,340000,408489000100000002-0000    10C,"c(-73.7142119283782, 40.7567797984328)"
3074221042,265000,307422104200000001-0000     6E,"c(-73.9411029404766, 40.5925135721766)"
1020610051,749000,102061005100000001-0000     61,"c(-73.9456472155611, 40.8258531159163)"
1013820069,1300000,101382006900000001-0000     5E,"c(-73.9687182153447, 40.769471047801)"
3020680001,515000,302068000100000005-0000     9C,"c(-73.978429084813, 40.6927283860604)"
1015420019,1300000,101542001900000001-0000     7X,"c(-73.9528787717078, 40.7728915760161)"
4032360035,385000,403236003500000001-0000    23L,"c(-73.8492554856544, 40.7221531757117)"
4012540012,302100,401254001200000005-0000     1G,"c(-73.8857010302976, 40.7546563972212)"
1011450001,750000,101145000100000001-0000    14B,"c(-73.9806572839604, 40.7793355185712)"
4059380007,330000,405938000700000001-0000    14B,"c(-73.7764899004302, 40.7853765548844)"
1013330023,225000,101333002300000001-0000    229,"c(-73.9708763719043, 40.7479861107679)"
2059530038,300000,205953003800000001-0000     7S,"c(-73.9058351988851, 40.906974041001)"
3072740015,335000,307274001500000004-0000     8D,"c(-73.9698590156726, 40.5788513122297)"
4114210013,255000,411421001300000032-0000     67,"c(-73.8443055903564, 40.6681968050392)"
3002530057,385000,300253005700000001-0000     6F,"c(-73.9958796036817, 40.6941614351291)"
4019110001,285000,401911000100000001-0000    F25,"c(-73.8665538889279, 40.7352867687416)"
4015470001,340000,401547000100000001-0000     4J,"c(-73.8784900343559, 40.7386597602495)"
1005610014,1850000,100561001400000001-1000     1B,"c(-73.9925402462671, 40.731955351898)"
3059720001,340000,305972000100000001-0000     D4,"c(-74.0208606147595, 40.6249878275712)"
4064940003,300000,4064940003000004-119000      B,"c(-73.8291927436338, 40.729559793319)"
4067150002,215000,406715000200000001-0000    68D,"c(-73.8125568418903, 40.7171201503759)"
4067150002,215000,406715000200000001-0000    29A,"c(-73.8125568418903, 40.7171201503759)"
4019110001,420000,401911000100000001-0000     A7,"c(-73.8665538889279, 40.7352867687416)"
1013670001,1400000,101367000100000001-0000     5B,"c(-73.9631217477455, 40.7570988822293)"
4021390007,475000,402139000700000001-0000    B31,"c(-73.848674883893, 40.7245529938121)"
1018900028,495000,101890002800000001-0000    12B,"c(-73.9708171301879, 40.7998154880604)"
1008640035,510000,100864003500000001-0000    18E,"c(-73.9814950604562, 40.7474944338011)"
4097130113,285000,409713011300000001-0000     3D,"c(-73.8165538601137, 40.7106470830009)"
3051560048,550000,305156004800000001-0000     7R,"c(-73.9656056289654, 40.6392729143911)"
1015290039,425000,101529003900000004-0000     4A,"c(-73.9542814933498, 40.7769745182727)"
2059530230,320000,205953023000000002-0000     9S,"c(-73.9054961445133, 40.9082120047334)"
3000860011,850000,300086001100000001-0000     3G,"c(-73.9878532443117, 40.6978012627673)"
2059530240,285000,205953024000000003-0000     6D,"c(-73.9054208880704, 40.9092522950817)"
4051800001,450000,405180000100000001-0000    402,"c(-73.8248271609327, 40.75614934966)"
2057160500,610000,205716050000000001-0000    N07,"c(-73.9177305938154, 40.8767610985354)"
4014380001,320000,401438000100000006-0000     2L,"c(-73.8772959294701, 40.7554665866829)"
4050020042,340000,405002004200000001-0000     7C,"c(-73.8256345252182, 40.7650273442211)"
1015250001,1650000,101525000100000001-0000     7H,"c(-73.9566879111742, 40.7745262959125)"
1014890037,425000,101489003700000004-0000     5C,"c(-73.9500131212496, 40.7700681792284)"
1008420007,800000,100842000700000001-0000    17U,"c(-73.9925097137662, 40.735852530367)"
2057370061,365000,205737006100000001-0000     7C,"c(-73.9148094051542, 40.8829345743236)"
1021790010,1400000,102179001000000006-0000    101,"c(-73.9400594375885, 40.8534031928776)"
1009170017,425000,100917001700000001-0000     6L,"c(-73.9757727770169, 40.7466534153236)"
3019430006,915000,301943000600000001-0000     4B,"c(-73.9681829112613, 40.68724660728)"
1016030069,3850000,101603006900000001-0000     6B,"c(-73.9546067391752, 40.7888733232771)"
4021350036,300000,402135003600000001-0000     4C,"c(-73.8494155230112, 40.7272884966218)"
2059190436,355000,205919043600000001-0000    12K,"c(-73.9137404422707, 40.8891072702232)"
2033160050,145000,203316005000000001-0000     5M,"c(-73.8950612580284, 40.8675849541491)"
1012490022,875000,101249002200000001-0000     3A,"c(-73.9781875873337, 40.7901518482951)"
4058780003,265000,405878000300000002-0000     2B,"c(-73.7819471174009, 40.780451839894)"
1015420019,725000,101542001900000001-0000    14P,"c(-73.9528787717078, 40.7728915760161)"
1008160031,615000,100816003100000001-0000   1002,"c(-73.9941632631089, 40.7366985099602)"
1014380001,280000,101438000100000001-0000     2K,"c(-73.9620581137389, 40.7631698428634)"
1009170017,435000,100917001700000001-0000     6P,"c(-73.9757727770169, 40.7466534153236)"
4077540003,340000,40775400030000003-62000  228A1,"c(-73.7527434776046, 40.7387611497005)"
1009050026,775000,100905002600000001-0000     6G,"c(-73.9805910177636, 40.7388700344371)"
5000100019,275000,500010001900000001-0000     5P,"c(-74.0787823165954, 40.6448552735597)"
1013670001,900000,101367000100000001-0000    23C,"c(-73.9631217477455, 40.7570988822293)"
1005320020,800000,100532002000000001-0000   0315,"c(-73.9959366120402, 40.7271279257018)"
2057450001,495000,205745000100000001-0000     6H,"c(-73.9215120128349, 40.8826191665746)"
1014320017,875000,101432001700000001-0000     3A,"c(-73.956642077784, 40.7725323563226)"
3072740015,335000,307274001500000003-1000    12O,"c(-73.9698590156726, 40.5788513122297)"
4076360007,216000,40763600070000002-59000   181A,"c(-73.7603879652191, 40.7409365865241)"
1008980001,1200000,100898000100000001-0000    16H,"c(-73.9852643051331, 40.7353660998806)"
1021800633,375000,102180063300000007-0000     6A,"c(-73.9322126897869, 40.8586691321111)"
4020860050,300000,402086005000000005-0000    12F,"c(-73.8598809796084, 40.7322696134384)"
1014470019,520000,101447001900000001-0000    20A,"c(-73.9564599780601, 40.7683018702458)"
2058261685,215000,205826168500000001-0000     2J,"c(-73.8987045131161, 40.8962006151507)"
4021330016,525000,402133001600000002-0000  T012F,"c(-73.8508390529811, 40.7283478634108)"
3077770026,215000,307777002600000002-0000     3P,"c(-73.9265529430663, 40.6298079913714)"
4043430010,310000,404343001000000002-0000     5E,"c(-73.8282012079768, 40.7720074453794)"
1005320020,875000,100532002000000001-0000   0107,"c(-73.9959366120402, 40.7271279257018)"
2057790820,260000,205779082000000001-0000     2A,"c(-73.9045611950499, 40.8881206890879)"
1014460023,885000,101446002300000001-0000   B704,"c(-73.9567296656672, 40.7676355726799)"
3012490007,740000,301249000700000001-0000     4D,"c(-73.9470652815704, 40.6720999856142)"
1008420007,800000,100842000700000001-0000   1416,"c(-73.9925097137662, 40.735852530367)"
1008420007,995000,100842000700000001-0000   1117,"c(-73.9925097137662, 40.735852530367)"
2032520268,220000,203252026800000001-0000     7B,"c(-73.8927148831618, 40.8835036658428)"
1005020012,425000,100502001200000001-0000     5E,"c(-74.0016867890642, 40.725695087095)"
3019330070,1050000,301933007000000001-0000     5A,"c(-73.9628051980142, 40.689792671914)"
3072740015,450000,307274001500000003-1000    14E,"c(-73.9698590156726, 40.5788513122297)"
1014690028,460000,101469002800000001-0000    17E,"c(-73.9527763217595, 40.7687445920503)"
4077420003,360000,4077420003000002-105000   38A1,"c(-73.7533622250934, 40.7408888582161)"
1021790010,375000,102179001000000003-0000    105,"c(-73.9400594375885, 40.8534031928776)"
1007420060,985000,100742006000000001-0000     23,"c(-74.0021424884319, 40.7433863484684)"
1009070056,850000,100907005600000001-0000    11R,"c(-73.9809426313723, 40.7408997795043)"
4077390003,367000,40773900030000001-73000  446B1,"c(-73.7560069493339, 40.7404422666459)"
3076810010,295000,307681001000000003-0000     2C,"c(-73.9470550448177, 40.6149381028574)"
2059530038,245000,205953003800000001-0000    22R,"c(-73.9058351988851, 40.906974041001)"
4079290002,262000,40792900020000001-10000    113,"c(-73.7422140338675, 40.732514357082)"
1011400046,300000,101140004600000001-0000    82A,"c(-73.9816647711354, 40.7758772896422)"
3086800001,285000,308680000100000001-0000     9M,"c(-73.9671095231509, 40.5754784913281)"
1015560023,610000,101556002300000001-0000     6K,"c(-73.9462546867286, 40.7817804681218)"
4043120010,245000,404312001000000001-0000     5F,"c(-73.8288909797384, 40.7731266239402)"
1008730019,900000,100873001900000001-0000    09V,"c(-73.9866710658313, 40.7360759547587)"
4012540012,300000,401254001200000003-0000     6D,"c(-73.8857010302976, 40.7546563972212)"
3072740001,485000,307274000100000002-0000    20K,"c(-73.9710655952564, 40.5789176473329)"
4005280050,475000,400528005000000003-0000     8C,"c(-73.9342222867243, 40.7639054108203)"
2032370067,240000,203237006700000001-0000     3Z,"c(-73.9059317418866, 40.869455445112)"
4077390003,323000,40773900030000001-16000  412A1,"c(-73.7560069493339, 40.7404422666459)"
1013350022,290000,101335002200000001-0000   1403,"c(-73.969992974262, 40.7493465828214)"
4076360007,260000,40763600070000002-16000   239A,"c(-73.7603879652191, 40.7409365865241)"
4084890001,360000,408489000100000003-0000     7P,"c(-73.7142119283782, 40.7567797984328)"
2059200510,430000,205920051000000001-0000     6D,"c(-73.914550243174, 40.8902618620637)"
4065270052,235000,406527005200000002-0000     2B,"c(-73.8223170264917, 40.7348949227921)"
4022150001,550000,402215000100000001-0000     8G,"c(-73.844887377177, 40.7224968875754)"
3067010064,620000,306701006400000003-0000    219,"c(-73.9597151082356, 40.6287823582442)"
4114590001,260000,411459000100000046-0000    184,"c(-73.8535245784304, 40.6632879808133)"
3052470001,290000,305247000100000001-0000     6H,"c(-73.9515949165527, 40.6338151786988)"
2042510011,140000,204251001100000001-0000     6S,"c(-73.8299980805569, 40.855183429815)"
4033340250,320000,403334025000000001-0000     6C,"c(-73.8341759177803, 40.7131406081948)"
1013310017,625000,101331001700000001-0000     8D,"c(-73.9657646758051, 40.759818011522)"
3019440004,710000,301944000400000011-0000     6A,"c(-73.967106055987, 40.6873085495432)"
4043420010,330000,404342001000000008-0000     4C,"c(-73.830308683609, 40.7716370413919)"
2059530240,285000,205953024000000003-0000    18M,"c(-73.9054208880704, 40.9092522950817)"
4011110001,280000,401111000100000014-0000    G4L,"c(-73.9059545133664, 40.7582907935241)"
4050070022,300000,405007002200000001-0000     4V,"c(-73.8156681071096, 40.7661003153751)"
4077390003,367000,40773900030000001-53000  387B1,"c(-73.7560069493339, 40.7404422666459)"
4050200001,530000,405020000100000001-0000    624,"c(-73.8258966666298, 40.7609881325462)"
1014060065,3000000,101406006500000001-0000    11C,"c(-73.9632200215863, 40.770538779553)"
1014890037,425000,101489003700000003-0000     4G,"c(-73.9500131212496, 40.7700681792284)"
4017270008,190000,401727000800000004-0000     6G,"c(-73.8562352648648, 40.7576018057688)"
4011110001,315000,401111000100000010-0000    E6I,"c(-73.9059545133664, 40.7582907935241)"
1012100019,750000,101210001900000001-0000    12B,"c(-73.9764159526131, 40.7826487990619)"
4005570003,380000,400557000300000008-0000     7B,"c(-73.9317116636673, 40.7626039028715)"
1009160055,340000,100916005500000001-0000     4G,"c(-73.976652611438, 40.7465404910119)"
3007380009,450000,300738000900000001-0000     C4,"c(-74.0088969811342, 40.6495289606627)"
4162280041,200000,416228004100000001-0000     2J,"c(-73.8381676889435, 40.5772855513039)"
2059530038,255000,205953003800000001-0000     8R,"c(-73.9058351988851, 40.906974041001)"
1009170017,435000,100917001700000001-0000    15M,"c(-73.9757727770169, 40.7466534153236)"
3019440004,935000,301944000400000012-0000     4F,"c(-73.967106055987, 40.6873085495432)"
1006080039,475000,100608003900000001-0000     3D,"c(-73.9979723151567, 40.7364771133765)"
4084890001,585000,408489000100000003-0000    22N,"c(-73.7142119283782, 40.7567797984328)"
3067760065,190000,306776006500000001-0000     3C,"c(-73.9600486565762, 40.609607581338)"
4039070975,170000,403907097500000001-0000     1J,"c(-73.8516308223066, 40.6991314383951)"
5035460001,240000,503546000100000002-0000    39D,"c(-74.0976108556768, 40.5846894180691)"
1013340022,265000,101334002200000001-0000    822,"c(-73.970510856595, 40.7486411257224)"
1013470018,350000,101347001800000001-0000     2B,"c(-73.9649217794156, 40.7568791248901)"
4079290002,335000,40792900020000001-49000    516,"c(-73.7422140338675, 40.732514357082)"
4077480500,210000,407748050000000005-1000    41N,"c(-73.7584927466073, 40.7372933036104)"
4020860050,270000,402086005000000001-0000     6F,"c(-73.8598809796084, 40.7322696134384)"
1021770234,395000,102177023400000001-0000     6K,"c(-73.942044402549, 40.8510274277949)"
3011640042,1030000,301164004200000001-0000     4L,"c(-73.9701857319159, 40.6767107632707)"
1009280001,360000,100928000100000001-0000    14G,"c(-73.9807845188557, 40.7372107763318)"
4058630110,399000,405863011000000040-0000    178,"c(-73.7817840579271, 40.7827255357471)"
1013350022,290000,101335002200000001-0000    414,"c(-73.969992974262, 40.7493465828214)"
2033160050,140000,203316005000000001-0000     6H,"c(-73.8950612580284, 40.8675849541491)"
3019020001,710000,301902000100000003-0000     3A,"c(-73.9681310607595, 40.6922421297711)"
3074560006,285000,307456000600000001-0000     2E,"c(-73.9574654132124, 40.587190158087)"
4105380070,240000,410538007000000002-0000    A76,"c(-73.7622877856304, 40.7215069467837)"
4058780003,280000,405878000300000003-0000     4G,"c(-73.7819471174009, 40.780451839894)"
4050070022,300000,405007002200000001-0000     2M,"c(-73.8156681071096, 40.7661003153751)"
1013650020,675000,101365002000000001-0000    4FN,"c(-73.9628523541684, 40.7553462616477)"
1014440023,425000,101444002300000001-0000     4A,"c(-73.9575751129503, 40.7661865052324)"
2032260053,265000,203226005300000003-0000     3C,"c(-73.9077536434926, 40.864591539613)"
1009160061,550000,100916006100000001-0000    10B,"c(-73.9769541536058, 40.746705449609)"
1013340022,260000,101334002200000001-0000   1517,"c(-73.970510856595, 40.7486411257224)"
2032370067,165000,203237006700000001-0000     1A,"c(-73.9059317418866, 40.869455445112)"
4077390003,360000,40773900030000001-48000  354B2,"c(-73.7560069493339, 40.7404422666459)"
3009170048,650000,300917004800000001-0000     4B,"c(-74.0034763044438, 40.649458800534)"
4005570003,500000,400557000300000001-0000    12C,"c(-73.9317116636673, 40.7626039028715)"
1013340022,240000,101334002200000001-0000   2017,"c(-73.970510856595, 40.7486411257224)"
4082560108,295000,408256010800000002-0000     4T,"c(-73.7258707216297, 40.7657529221731)"
4084890001,400000,408489000100000003-0000    24R,"c(-73.7142119283782, 40.7567797984328)"
1013300007,400000,101330000700000001-0000     2A,"c(-73.9670616182532, 40.7594249184135)"
1004310025,700000,100431002500000001-0000    12A,"c(-73.9852967425292, 40.7242059100777)"
3054951018,240000,305495101800000001-0000     4D,"c(-73.9704992588398, 40.6200987232079)"
4062160001,360000,406216000100000001-0000     6K,"c(-73.7767589094974, 40.7628119958219)"
4033340163,275000,403334016300000001-0000     2L,"c(-73.8359062145055, 40.7146763126628)"
1008420007,480000,100842000700000001-0000    825,"c(-73.9925097137662, 40.735852530367)"
2059530038,310000,205953003800000001-0000     2S,"c(-73.9058351988851, 40.906974041001)"
2057450001,495000,205745000100000001-0000     8L,"c(-73.9215120128349, 40.8826191665746)"
1008320032,3310000,100832003200000001-0000      5,"c(-73.9872091670305, 40.7465072184737)"
4077540003,365000,4077540003000003-119000  169B1,"c(-73.7527434776046, 40.7387611497005)"
1021790010,340000,102179001000000006-0000    065,"c(-73.9400594375885, 40.8534031928776)"
1019930057,435000,101993005700000001-0000     4A,"c(-73.9611346414322, 40.8130246184727)"
4084890001,400000,408489000100000001-0000     6H,"c(-73.7142119283782, 40.7567797984328)"
1014440023,1200000,101444002300000001-0000     7F,"c(-73.9575751129503, 40.7661865052324)"
2032260053,165000,203226005300000007-0000     7D,"c(-73.9077536434926, 40.864591539613)"
