"nbhd","predicted","actual","n","median_sales_ratio","r","spearmans","cod","prd","prb","clapp","gini","ci","ki","mki","accuracy","uniformity","vertical_equity","boro"
"2300","unlogpred","grosscon",62,0.8826,0.943148291325728,0.923066650568745,8.34654376804653,1.01456946155771,-0.0495327199822211,1.03448740418674,0.233322830954052,0.220911080690697,-0.0124117502633543,0.946804390240754,FALSE,TRUE,TRUE,2
"2310","unlogpred","grosscon",5,0.8954,0.99262922505353,1,2.46185172457668,1.00761206561807,-0.0782717396479162,1.10838911964721,0.140880503144654,0.123412886614067,-0.017467616530587,0.876011114805208,FALSE,FALSE,TRUE,2
"2330","unlogpred","grosscon",8,0.8752,0.965089582838682,0.94104991394148,1.79948483764167,1.00091648267179,-0.0427697265329365,1.03563870422304,0.0595589973989124,0.0572392217493578,-0.00231977564955455,0.961050794155966,FALSE,FALSE,TRUE,2
"2370","unlogpred","grosscon",6,0.8831,0.38484242346828,0.0411764705882353,5.92230437377736,1.0020432975855,-0.0077517164476257,0.795229550207315,0.0386307378152475,0.0197836353446517,-0.0188471024705958,0.512121602213954,FALSE,TRUE,TRUE,2
"All","unlogpred","grosscon",5271,0.9837,0.98305543904704,0.986925447404419,6.18706166998958,1.01320771871848,-0.0180632245318295,1.02388827286549,0.314000734064622,0.303093246174815,-0.0109074878898069,0.96526285862898,TRUE,TRUE,TRUE,3
"3010","unlogpred","grosscon",8,0.9909,0.964433480103889,1,3.00625594876905,1.00317209319195,-0.0867151226586691,1.20874875519404,0.0870807587278426,0.0760228817529505,-0.0110578769748921,0.873015840279346,TRUE,FALSE,TRUE,3
"3020","unlogpred","grosscon",19,0.9846,0.979544278483938,0.965220067713143,3.91384812209993,1.00716296284066,-0.0563341795098956,1.07545382428585,0.158925834532177,0.147105381050233,-0.011820453481944,0.925622832079257,TRUE,FALSE,TRUE,3
"3030","unlogpred","grosscon",398,0.9817,0.839324654464347,0.921708938860259,6.86035753246793,1.0177140120385,-0.049682795869527,1.07105438099091,0.199190062262581,0.173498076547466,-0.0256919857151157,0.87101773339853,TRUE,TRUE,TRUE,3
"3040","unlogpred","grosscon",31,0.9843,0.926500846744078,0.852443301198863,6.6360419109703,1.01320232878264,-0.0960758866017682,1.08171299735236,0.162427613982362,0.145482609169549,-0.0169450048128122,0.895676576184563,TRUE,TRUE,TRUE,3
"3060","unlogpred","grosscon",96,0.9809,0.9746979651183,0.953858504277835,5.50218463967988,1.00965743979552,-0.0366556308561243,1.03200971300822,0.231372395731041,0.219043291589257,-0.0123291041417835,0.946713158659966,TRUE,TRUE,TRUE,3
"3070","unlogpred","grosscon",191,0.9798,0.967667755961542,0.92216703846451,5.10591810477887,1.00793304094098,-0.0260289852845389,1.05009526352652,0.22360480001656,0.212187733383486,-0.0114170666330741,0.948940869640417,TRUE,TRUE,TRUE,3
"3080","unlogpred","grosscon",60,0.9735,0.940683095814868,0.889441552459007,6.72303850962449,1.01550769027465,-0.0507458442337026,1.07972669026767,0.213108741208521,0.190498816047779,-0.0226099251607423,0.893904280826195,TRUE,TRUE,TRUE,3
"3090","unlogpred","grosscon",73,0.9786,0.93680651352538,0.952728055724717,6.62696295562932,1.0090887733925,-0.0237738356473068,1.04208925588794,0.22808724939528,0.219961389027883,-0.00812586036739682,0.964373894687491,TRUE,TRUE,TRUE,3
"3110","unlogpred","grosscon",5,0.9963,0.980291930301352,1,1.65946090361624,1.00176354979463,-0.129736158667988,1.23564104119263,0.0535705809852464,0.044036674011598,-0.00953390697364842,0.822030920734757,TRUE,FALSE,TRUE,3
"3120","unlogpred","grosscon",193,0.9883,0.932771453778008,0.950904803288195,4.41970408836979,1.00673721605216,-0.0463320936800166,1.07235680783448,0.15252000434323,0.138674272054309,-0.013845732288921,0.909220220989749,TRUE,FALSE,TRUE,3
"3140","unlogpred","grosscon",55,0.9619,0.936526521758637,0.848084377054392,14.744160165451,1.0639898367491,-0.149203794533562,1.0922420282765,0.291177225428494,0.260054149518744,-0.0311230759097501,0.893112945684713,TRUE,TRUE,FALSE,3
